line	rxn	mol	mol_id	con_rxn	old_a	new_a
2061	elongate_2	ribosome	64	elongate_2	2.00000000e+00	1.00000000e+00
2061	elongate_2	ribosome	64	elongate_3	1.00000000e+00	2.00000000e+00
2062	terminate	ribosome	5	terminate	2.00000000e+00	1.00000000e+00
2063	elongate_3	ribosome	30	elongate_3	2.00000000e+00	1.00000000e+00
2063	elongate_3	ribosome	30	terminate	1.00000000e+00	2.00000000e+00
2064	elongate_2	ribosome	70	elongate_2	1.00000000e+00	0.00000000e+00
2064	elongate_2	ribosome	70	elongate_3	1.00000000e+00	2.00000000e+00
2065	terminate	ribosome	30	terminate	2.00000000e+00	1.00000000e+00
2066	initiate	ribosome	63	elongate_1	0.00000000e+00	1.00000000e+00
2067	elongate_3	ribosome	64	elongate_3	2.00000000e+00	1.00000000e+00
2067	elongate_3	ribosome	64	terminate	1.00000000e+00	2.00000000e+00
2068	elongate_1	ribosome	63	elongate_1	1.00000000e+00	0.00000000e+00
2068	elongate_1	ribosome	63	elongate_2	0.00000000e+00	1.00000000e+00
2069	terminate	ribosome	96	terminate	2.00000000e+00	1.00000000e+00
2070	elongate_3	ribosome	70	elongate_3	1.00000000e+00	0.00000000e+00
2070	elongate_3	ribosome	70	terminate	1.00000000e+00	2.00000000e+00
2071	terminate	ribosome	64	terminate	2.00000000e+00	1.00000000e+00
2072	elongate_2	ribosome	63	elongate_2	1.00000000e+00	0.00000000e+00
2072	elongate_2	ribosome	63	elongate_3	0.00000000e+00	1.00000000e+00
2073	initiate	ribosome	4	elongate_1	0.00000000e+00	1.00000000e+00
2074	terminate	ribosome	70	terminate	1.00000000e+00	0.00000000e+00
2075	initiate	ribosome	17	elongate_1	1.00000000e+00	2.00000000e+00
2076	elongate_1	ribosome	4	elongate_1	2.00000000e+00	1.00000000e+00
2076	elongate_1	ribosome	4	elongate_2	0.00000000e+00	1.00000000e+00
2077	elongate_1	ribosome	17	elongate_1	1.00000000e+00	0.00000000e+00
2077	elongate_1	ribosome	17	elongate_2	1.00000000e+00	2.00000000e+00
2078	elongate_3	ribosome	63	elongate_3	1.00000000e+00	0.00000000e+00
2078	elongate_3	ribosome	63	terminate	0.00000000e+00	1.00000000e+00
2079	terminate	ribosome	63	terminate	1.00000000e+00	0.00000000e+00
2080	elongate_2	ribosome	17	elongate_2	2.00000000e+00	1.00000000e+00
2080	elongate_2	ribosome	17	elongate_3	0.00000000e+00	1.00000000e+00
2081	initiate	ribosome	41	elongate_1	0.00000000e+00	1.00000000e+00
2082	initiate	ribosome	96	elongate_1	1.00000000e+00	2.00000000e+00
2083	elongate_3	ribosome	17	elongate_3	1.00000000e+00	0.00000000e+00
2083	elongate_3	ribosome	17	terminate	0.00000000e+00	1.00000000e+00
2085	elongate_1	ribosome	41	elongate_1	2.00000000e+00	1.00000000e+00
2085	elongate_1	ribosome	41	elongate_2	1.00000000e+00	2.00000000e+00
2086	initiate	ribosome	38	elongate_1	1.00000000e+00	2.00000000e+00
2087	elongate_1	ribosome	38	elongate_1	2.00000000e+00	1.00000000e+00
2087	elongate_1	ribosome	38	elongate_2	2.00000000e+00	3.00000000e+00
2088	elongate_2	ribosome	41	elongate_2	3.00000000e+00	2.00000000e+00
2088	elongate_2	ribosome	41	elongate_3	0.00000000e+00	1.00000000e+00
2089	elongate_1	ribosome	96	elongate_1	1.00000000e+00	0.00000000e+00
2089	elongate_1	ribosome	96	elongate_2	2.00000000e+00	3.00000000e+00
2090	elongate_3	ribosome	41	elongate_3	1.00000000e+00	0.00000000e+00
2090	elongate_3	ribosome	41	terminate	1.00000000e+00	2.00000000e+00
2091	initiate	ribosome	90	elongate_1	0.00000000e+00	1.00000000e+00
2092	terminate	ribosome	17	terminate	2.00000000e+00	1.00000000e+00
2093	elongate_2	ribosome	96	elongate_2	3.00000000e+00	2.00000000e+00
2093	elongate_2	ribosome	96	elongate_3	0.00000000e+00	1.00000000e+00
2095	elongate_3	ribosome	96	elongate_3	1.00000000e+00	0.00000000e+00
2095	elongate_3	ribosome	96	terminate	1.00000000e+00	2.00000000e+00
2096	elongate_2	ribosome	38	elongate_2	2.00000000e+00	1.00000000e+00
2096	elongate_2	ribosome	38	elongate_3	0.00000000e+00	1.00000000e+00
2097	initiate	ribosome	31	elongate_1	1.00000000e+00	2.00000000e+00
2098	terminate	ribosome	96	terminate	2.00000000e+00	1.00000000e+00
2099	elongate_1	ribosome	31	elongate_1	2.00000000e+00	1.00000000e+00
2099	elongate_1	ribosome	31	elongate_2	1.00000000e+00	2.00000000e+00
2100	elongate_2	ribosome	4	elongate_2	2.00000000e+00	1.00000000e+00
2100	elongate_2	ribosome	4	elongate_3	1.00000000e+00	2.00000000e+00
2101	elongate_1	ribosome	90	elongate_1	1.00000000e+00	0.00000000e+00
2101	elongate_1	ribosome	90	elongate_2	1.00000000e+00	2.00000000e+00
2102	elongate_3	ribosome	4	elongate_3	2.00000000e+00	1.00000000e+00
2102	elongate_3	ribosome	4	terminate	1.00000000e+00	2.00000000e+00
2103	elongate_3	ribosome	38	elongate_3	1.00000000e+00	0.00000000e+00
2103	elongate_3	ribosome	38	terminate	2.00000000e+00	3.00000000e+00
2104	terminate	ribosome	41	terminate	3.00000000e+00	2.00000000e+00
2105	elongate_2	ribosome	31	elongate_2	2.00000000e+00	1.00000000e+00
2105	elongate_2	ribosome	31	elongate_3	0.00000000e+00	1.00000000e+00
2106	elongate_3	ribosome	31	elongate_3	1.00000000e+00	0.00000000e+00
2106	elongate_3	ribosome	31	terminate	2.00000000e+00	3.00000000e+00
2107	terminate	ribosome	38	terminate	3.00000000e+00	2.00000000e+00
2108	terminate	ribosome	4	terminate	2.00000000e+00	1.00000000e+00
2109	elongate_2	ribosome	90	elongate_2	1.00000000e+00	0.00000000e+00
2109	elongate_2	ribosome	90	elongate_3	0.00000000e+00	1.00000000e+00
2110	initiate	ribosome	6	elongate_1	0.00000000e+00	1.00000000e+00
2111	terminate	ribosome	31	terminate	1.00000000e+00	0.00000000e+00
2112	elongate_1	ribosome	6	elongate_1	1.00000000e+00	0.00000000e+00
2112	elongate_1	ribosome	6	elongate_2	0.00000000e+00	1.00000000e+00
2113	elongate_3	ribosome	90	elongate_3	1.00000000e+00	0.00000000e+00
2113	elongate_3	ribosome	90	terminate	0.00000000e+00	1.00000000e+00
2114	elongate_2	ribosome	6	elongate_2	1.00000000e+00	0.00000000e+00
2114	elongate_2	ribosome	6	elongate_3	0.00000000e+00	1.00000000e+00
2115	terminate	ribosome	90	terminate	1.00000000e+00	0.00000000e+00
2116	elongate_3	ribosome	6	elongate_3	1.00000000e+00	0.00000000e+00
2116	elongate_3	ribosome	6	terminate	0.00000000e+00	1.00000000e+00
2117	terminate	ribosome	6	terminate	1.00000000e+00	0.00000000e+00
2119	initiate	ribosome	35	elongate_1	0.00000000e+00	1.00000000e+00
2120	elongate_1	ribosome	35	elongate_1	1.00000000e+00	0.00000000e+00
2120	elongate_1	ribosome	35	elongate_2	0.00000000e+00	1.00000000e+00
2121	elongate_2	ribosome	35	elongate_2	1.00000000e+00	0.00000000e+00
2121	elongate_2	ribosome	35	elongate_3	0.00000000e+00	1.00000000e+00
2122	elongate_3	ribosome	35	elongate_3	1.00000000e+00	0.00000000e+00
2122	elongate_3	ribosome	35	terminate	0.00000000e+00	1.00000000e+00
2123	initiate	ribosome	72	elongate_1	0.00000000e+00	1.00000000e+00
2124	initiate	ribosome	90	elongate_1	1.00000000e+00	2.00000000e+00
2125	initiate	ribosome	54	elongate_1	2.00000000e+00	3.00000000e+00
2126	elongate_1	ribosome	72	elongate_1	3.00000000e+00	2.00000000e+00
2126	elongate_1	ribosome	72	elongate_2	0.00000000e+00	1.00000000e+00
2127	initiate	ribosome	78	elongate_1	2.00000000e+00	3.00000000e+00
2128	terminate	ribosome	35	terminate	1.00000000e+00	0.00000000e+00
2129	elongate_1	ribosome	90	elongate_1	3.00000000e+00	2.00000000e+00
2129	elongate_1	ribosome	90	elongate_2	1.00000000e+00	2.00000000e+00
2130	elongate_2	ribosome	90	elongate_2	2.00000000e+00	1.00000000e+00
2130	elongate_2	ribosome	90	elongate_3	0.00000000e+00	1.00000000e+00
2131	elongate_1	ribosome	78	elongate_1	2.00000000e+00	1.00000000e+00
2131	elongate_1	ribosome	78	elongate_2	1.00000000e+00	2.00000000e+00
2132	elongate_2	ribosome	72	elongate_2	2.00000000e+00	1.00000000e+00
2132	elongate_2	ribosome	72	elongate_3	1.00000000e+00	2.00000000e+00
2133	elongate_2	ribosome	78	elongate_2	1.00000000e+00	0.00000000e+00
2133	elongate_2	ribosome	78	elongate_3	2.00000000e+00	3.00000000e+00
2134	elongate_1	ribosome	54	elongate_1	1.00000000e+00	0.00000000e+00
2134	elongate_1	ribosome	54	elongate_2	0.00000000e+00	1.00000000e+00
2135	elongate_3	ribosome	78	elongate_3	3.00000000e+00	2.00000000e+00
2135	elongate_3	ribosome	78	terminate	0.00000000e+00	1.00000000e+00
2136	elongate_2	ribosome	54	elongate_2	1.00000000e+00	0.00000000e+00
2136	elongate_2	ribosome	54	elongate_3	2.00000000e+00	3.00000000e+00
2137	elongate_3	ribosome	90	elongate_3	3.00000000e+00	2.00000000e+00
2137	elongate_3	ribosome	90	terminate	1.00000000e+00	2.00000000e+00
2138	terminate	ribosome	78	terminate	2.00000000e+00	1.00000000e+00
2139	terminate	ribosome	90	terminate	1.00000000e+00	0.00000000e+00
2140	initiate	ribosome	52	elongate_1	0.00000000e+00	1.00000000e+00
2141	elongate_3	ribosome	54	elongate_3	2.00000000e+00	1.00000000e+00
2141	elongate_3	ribosome	54	terminate	0.00000000e+00	1.00000000e+00
2142	elongate_1	ribosome	52	elongate_1	1.00000000e+00	0.00000000e+00
2142	elongate_1	ribosome	52	elongate_2	0.00000000e+00	1.00000000e+00
2143	initiate	ribosome	91	elongate_1	0.00000000e+00	1.00000000e+00
2144	terminate	ribosome	54	terminate	1.00000000e+00	0.00000000e+00
2145	elongate_1	ribosome	91	elongate_1	1.00000000e+00	0.00000000e+00
2145	elongate_1	ribosome	91	elongate_2	1.00000000e+00	2.00000000e+00
2146	elongate_2	ribosome	52	elongate_2	2.00000000e+00	1.00000000e+00
2146	elongate_2	ribosome	52	elongate_3	1.00000000e+00	2.00000000e+00
2147	elongate_2	ribosome	91	elongate_2	1.00000000e+00	0.00000000e+00
2147	elongate_2	ribosome	91	elongate_3	2.00000000e+00	3.00000000e+00
2148	elongate_3	ribosome	52	elongate_3	3.00000000e+00	2.00000000e+00
2148	elongate_3	ribosome	52	terminate	0.00000000e+00	1.00000000e+00
2149	elongate_3	ribosome	72	elongate_3	2.00000000e+00	1.00000000e+00
2149	elongate_3	ribosome	72	terminate	1.00000000e+00	2.00000000e+00
2150	terminate	ribosome	52	terminate	2.00000000e+00	1.00000000e+00
2151	terminate	ribosome	72	terminate	1.00000000e+00	0.00000000e+00
2152	elongate_3	ribosome	91	elongate_3	1.00000000e+00	0.00000000e+00
2152	elongate_3	ribosome	91	terminate	0.00000000e+00	1.00000000e+00
2153	initiate	ribosome	7	elongate_1	0.00000000e+00	1.00000000e+00
2154	initiate	ribosome	78	elongate_1	1.00000000e+00	2.00000000e+00
2155	elongate_1	ribosome	7	elongate_1	2.00000000e+00	1.00000000e+00
2155	elongate_1	ribosome	7	elongate_2	0.00000000e+00	1.00000000e+00
2156	terminate	ribosome	91	terminate	1.00000000e+00	0.00000000e+00
2157	elongate_2	ribosome	7	elongate_2	1.00000000e+00	0.00000000e+00
2157	elongate_2	ribosome	7	elongate_3	0.00000000e+00	1.00000000e+00
2158	elongate_3	ribosome	7	elongate_3	1.00000000e+00	0.00000000e+00
2158	elongate_3	ribosome	7	terminate	0.00000000e+00	1.00000000e+00
2159	elongate_1	ribosome	78	elongate_1	1.00000000e+00	0.00000000e+00
2159	elongate_1	ribosome	78	elongate_2	0.00000000e+00	1.00000000e+00
2160	initiate	ribosome	21	elongate_1	0.00000000e+00	1.00000000e+00
2161	elongate_2	ribosome	78	elongate_2	1.00000000e+00	0.00000000e+00
2161	elongate_2	ribosome	78	elongate_3	0.00000000e+00	1.00000000e+00
2162	elongate_3	ribosome	78	elongate_3	1.00000000e+00	0.00000000e+00
2162	elongate_3	ribosome	78	terminate	1.00000000e+00	2.00000000e+00
2163	terminate	ribosome	78	terminate	2.00000000e+00	1.00000000e+00
2164	terminate	ribosome	7	terminate	1.00000000e+00	0.00000000e+00
2165	initiate	ribosome	70	elongate_1	1.00000000e+00	2.00000000e+00
2166	elongate_1	ribosome	70	elongate_1	2.00000000e+00	1.00000000e+00
2166	elongate_1	ribosome	70	elongate_2	0.00000000e+00	1.00000000e+00
2167	initiate	ribosome	20	elongate_1	1.00000000e+00	2.00000000e+00
2168	elongate_1	ribosome	21	elongate_1	2.00000000e+00	1.00000000e+00
2168	elongate_1	ribosome	21	elongate_2	1.00000000e+00	2.00000000e+00
2169	elongate_2	ribosome	70	elongate_2	2.00000000e+00	1.00000000e+00
2169	elongate_2	ribosome	70	elongate_3	0.00000000e+00	1.00000000e+00
2170	elongate_2	ribosome	21	elongate_2	1.00000000e+00	0.00000000e+00
2170	elongate_2	ribosome	21	elongate_3	1.00000000e+00	2.00000000e+00
2171	elongate_3	ribosome	21	elongate_3	2.00000000e+00	1.00000000e+00
2171	elongate_3	ribosome	21	terminate	0.00000000e+00	1.00000000e+00
2173	initiate	ribosome	81	elongate_1	1.00000000e+00	2.00000000e+00
2174	terminate	ribosome	21	terminate	1.00000000e+00	0.00000000e+00
2175	elongate_3	ribosome	70	elongate_3	1.00000000e+00	0.00000000e+00
2175	elongate_3	ribosome	70	terminate	0.00000000e+00	1.00000000e+00
2176	terminate	ribosome	70	terminate	1.00000000e+00	0.00000000e+00
2177	elongate_1	ribosome	81	elongate_1	2.00000000e+00	1.00000000e+00
2177	elongate_1	ribosome	81	elongate_2	0.00000000e+00	1.00000000e+00
2178	initiate	ribosome	85	elongate_1	1.00000000e+00	2.00000000e+00
2179	initiate	ribosome	72	elongate_1	2.00000000e+00	3.00000000e+00
2180	elongate_1	ribosome	20	elongate_1	3.00000000e+00	2.00000000e+00
2180	elongate_1	ribosome	20	elongate_2	1.00000000e+00	2.00000000e+00
2181	elongate_2	ribosome	20	elongate_2	2.00000000e+00	1.00000000e+00
2181	elongate_2	ribosome	20	elongate_3	0.00000000e+00	1.00000000e+00
2182	elongate_3	ribosome	20	elongate_3	1.00000000e+00	0.00000000e+00
2182	elongate_3	ribosome	20	terminate	0.00000000e+00	1.00000000e+00
2183	elongate_1	ribosome	72	elongate_1	2.00000000e+00	1.00000000e+00
2183	elongate_1	ribosome	72	elongate_2	1.00000000e+00	2.00000000e+00
2184	initiate	ribosome	33	elongate_1	1.00000000e+00	2.00000000e+00
2185	elongate_1	ribosome	33	elongate_1	2.00000000e+00	1.00000000e+00
2185	elongate_1	ribosome	33	elongate_2	2.00000000e+00	3.00000000e+00
2186	elongate_1	ribosome	85	elongate_1	1.00000000e+00	0.00000000e+00
2186	elongate_1	ribosome	85	elongate_2	3.00000000e+00	4.00000000e+00
2187	elongate_2	ribosome	33	elongate_2	4.00000000e+00	3.00000000e+00
2187	elongate_2	ribosome	33	elongate_3	0.00000000e+00	1.00000000e+00
2188	elongate_2	ribosome	81	elongate_2	3.00000000e+00	2.00000000e+00
2188	elongate_2	ribosome	81	elongate_3	1.00000000e+00	2.00000000e+00
2189	terminate	ribosome	20	terminate	1.00000000e+00	0.00000000e+00
2190	elongate_3	ribosome	33	elongate_3	2.00000000e+00	1.00000000e+00
2190	elongate_3	ribosome	33	terminate	0.00000000e+00	1.00000000e+00
2191	initiate	ribosome	31	elongate_1	0.00000000e+00	1.00000000e+00
2192	terminate	ribosome	33	terminate	1.00000000e+00	0.00000000e+00
2193	initiate	ribosome	89	elongate_1	1.00000000e+00	2.00000000e+00
2194	initiate	ribosome	47	elongate_1	2.00000000e+00	3.00000000e+00
2195	initiate	ribosome	62	elongate_1	3.00000000e+00	4.00000000e+00
2196	initiate	ribosome	57	elongate_1	4.00000000e+00	5.00000000e+00
2197	elongate_1	ribosome	89	elongate_1	5.00000000e+00	4.00000000e+00
2197	elongate_1	ribosome	89	elongate_2	2.00000000e+00	3.00000000e+00
2198	elongate_2	ribosome	72	elongate_2	3.00000000e+00	2.00000000e+00
2198	elongate_2	ribosome	72	elongate_3	1.00000000e+00	2.00000000e+00
2199	elongate_3	ribosome	72	elongate_3	2.00000000e+00	1.00000000e+00
2199	elongate_3	ribosome	72	terminate	0.00000000e+00	1.00000000e+00
2200	elongate_1	ribosome	47	elongate_1	4.00000000e+00	3.00000000e+00
2200	elongate_1	ribosome	47	elongate_2	2.00000000e+00	3.00000000e+00
2201	elongate_2	ribosome	89	elongate_2	3.00000000e+00	2.00000000e+00
2201	elongate_2	ribosome	89	elongate_3	1.00000000e+00	2.00000000e+00
2202	elongate_1	ribosome	31	elongate_1	3.00000000e+00	2.00000000e+00
2202	elongate_1	ribosome	31	elongate_2	2.00000000e+00	3.00000000e+00
2203	elongate_3	ribosome	89	elongate_3	2.00000000e+00	1.00000000e+00
2203	elongate_3	ribosome	89	terminate	1.00000000e+00	2.00000000e+00
2204	elongate_2	ribosome	31	elongate_2	3.00000000e+00	2.00000000e+00
2204	elongate_2	ribosome	31	elongate_3	1.00000000e+00	2.00000000e+00
2205	elongate_3	ribosome	81	elongate_3	2.00000000e+00	1.00000000e+00
2205	elongate_3	ribosome	81	terminate	2.00000000e+00	3.00000000e+00
2206	elongate_2	ribosome	85	elongate_2	2.00000000e+00	1.00000000e+00
2206	elongate_2	ribosome	85	elongate_3	1.00000000e+00	2.00000000e+00
2207	terminate	ribosome	89	terminate	3.00000000e+00	2.00000000e+00
2208	initiate	ribosome	38	elongate_1	2.00000000e+00	3.00000000e+00
2209	initiate	ribosome	12	elongate_1	3.00000000e+00	4.00000000e+00
2210	elongate_3	ribosome	31	elongate_3	2.00000000e+00	1.00000000e+00
2210	elongate_3	ribosome	31	terminate	2.00000000e+00	3.00000000e+00
2211	initiate	ribosome	18	elongate_1	4.00000000e+00	5.00000000e+00
2212	initiate	ribosome	86	elongate_1	5.00000000e+00	6.00000000e+00
2213	elongate_1	ribosome	86	elongate_1	6.00000000e+00	5.00000000e+00
2213	elongate_1	ribosome	86	elongate_2	1.00000000e+00	2.00000000e+00
2214	terminate	ribosome	72	terminate	3.00000000e+00	2.00000000e+00
2215	elongate_2	ribosome	86	elongate_2	2.00000000e+00	1.00000000e+00
2215	elongate_2	ribosome	86	elongate_3	1.00000000e+00	2.00000000e+00
2216	elongate_1	ribosome	62	elongate_1	5.00000000e+00	4.00000000e+00
2216	elongate_1	ribosome	62	elongate_2	1.00000000e+00	2.00000000e+00
2217	elongate_1	ribosome	57	elongate_1	4.00000000e+00	3.00000000e+00
2217	elongate_1	ribosome	57	elongate_2	2.00000000e+00	3.00000000e+00
2218	elongate_2	ribosome	47	elongate_2	3.00000000e+00	2.00000000e+00
2218	elongate_2	ribosome	47	elongate_3	2.00000000e+00	3.00000000e+00
2219	elongate_3	ribosome	86	elongate_3	3.00000000e+00	2.00000000e+00
2219	elongate_3	ribosome	86	terminate	2.00000000e+00	3.00000000e+00
2220	elongate_1	ribosome	12	elongate_1	3.00000000e+00	2.00000000e+00
2220	elongate_1	ribosome	12	elongate_2	2.00000000e+00	3.00000000e+00
2221	initiate	ribosome	28	elongate_1	2.00000000e+00	3.00000000e+00
2222	elongate_1	ribosome	38	elongate_1	3.00000000e+00	2.00000000e+00
2222	elongate_1	ribosome	38	elongate_2	3.00000000e+00	4.00000000e+00
2223	elongate_2	ribosome	57	elongate_2	4.00000000e+00	3.00000000e+00
2223	elongate_2	ribosome	57	elongate_3	2.00000000e+00	3.00000000e+00
2224	elongate_3	ribosome	47	elongate_3	3.00000000e+00	2.00000000e+00
2224	elongate_3	ribosome	47	terminate	3.00000000e+00	4.00000000e+00
2225	elongate_2	ribosome	38	elongate_2	3.00000000e+00	2.00000000e+00
2225	elongate_2	ribosome	38	elongate_3	2.00000000e+00	3.00000000e+00
2226	terminate	ribosome	86	terminate	4.00000000e+00	3.00000000e+00
2227	terminate	ribosome	81	terminate	3.00000000e+00	2.00000000e+00
2228	elongate_1	ribosome	18	elongate_1	2.00000000e+00	1.00000000e+00
2228	elongate_1	ribosome	18	elongate_2	2.00000000e+00	3.00000000e+00
2229	elongate_2	ribosome	12	elongate_2	3.00000000e+00	2.00000000e+00
2229	elongate_2	ribosome	12	elongate_3	3.00000000e+00	4.00000000e+00
2230	elongate_2	ribosome	18	elongate_2	2.00000000e+00	1.00000000e+00
2230	elongate_2	ribosome	18	elongate_3	4.00000000e+00	5.00000000e+00
2231	terminate	ribosome	47	terminate	2.00000000e+00	1.00000000e+00
2232	elongate_3	ribosome	18	elongate_3	5.00000000e+00	4.00000000e+00
2232	elongate_3	ribosome	18	terminate	1.00000000e+00	2.00000000e+00
2233	terminate	ribosome	31	terminate	2.00000000e+00	1.00000000e+00
2234	elongate_2	ribosome	62	elongate_2	1.00000000e+00	0.00000000e+00
2234	elongate_2	ribosome	62	elongate_3	4.00000000e+00	5.00000000e+00
2235	elongate_3	ribosome	62	elongate_3	5.00000000e+00	4.00000000e+00
2235	elongate_3	ribosome	62	terminate	1.00000000e+00	2.00000000e+00
2236	elongate_3	ribosome	12	elongate_3	4.00000000e+00	3.00000000e+00
2236	elongate_3	ribosome	12	terminate	2.00000000e+00	3.00000000e+00
2237	elongate_3	ribosome	57	elongate_3	3.00000000e+00	2.00000000e+00
2237	elongate_3	ribosome	57	terminate	3.00000000e+00	4.00000000e+00
2238	elongate_1	ribosome	28	elongate_1	1.00000000e+00	0.00000000e+00
2238	elongate_1	ribosome	28	elongate_2	0.00000000e+00	1.00000000e+00
2239	elongate_3	ribosome	38	elongate_3	2.00000000e+00	1.00000000e+00
2239	elongate_3	ribosome	38	terminate	4.00000000e+00	5.00000000e+00
2240	elongate_3	ribosome	85	elongate_3	1.00000000e+00	0.00000000e+00
2240	elongate_3	ribosome	85	terminate	5.00000000e+00	6.00000000e+00
2241	initiate	ribosome	15	elongate_1	0.00000000e+00	1.00000000e+00
2242	terminate	ribosome	12	terminate	6.00000000e+00	5.00000000e+00
2243	elongate_2	ribosome	28	elongate_2	1.00000000e+00	0.00000000e+00
2243	elongate_2	ribosome	28	elongate_3	0.00000000e+00	1.00000000e+00
2244	terminate	ribosome	57	terminate	5.00000000e+00	4.00000000e+00
2245	terminate	ribosome	85	terminate	4.00000000e+00	3.00000000e+00
2246	terminate	ribosome	62	terminate	3.00000000e+00	2.00000000e+00
2248	elongate_3	ribosome	28	elongate_3	1.00000000e+00	0.00000000e+00
2248	elongate_3	ribosome	28	terminate	2.00000000e+00	3.00000000e+00
2249	initiate	ribosome	69	elongate_1	1.00000000e+00	2.00000000e+00
2250	initiate	ribosome	97	elongate_1	2.00000000e+00	3.00000000e+00
2251	terminate	ribosome	28	terminate	3.00000000e+00	2.00000000e+00
2252	elongate_1	ribosome	97	elongate_1	3.00000000e+00	2.00000000e+00
2252	elongate_1	ribosome	97	elongate_2	0.00000000e+00	1.00000000e+00
2254	terminate	ribosome	18	terminate	2.00000000e+00	1.00000000e+00
2255	elongate_1	ribosome	15	elongate_1	2.00000000e+00	1.00000000e+00
2255	elongate_1	ribosome	15	elongate_2	1.00000000e+00	2.00000000e+00
2256	elongate_2	ribosome	15	elongate_2	2.00000000e+00	1.00000000e+00
2256	elongate_2	ribosome	15	elongate_3	0.00000000e+00	1.00000000e+00
2257	elongate_2	ribosome	97	elongate_2	1.00000000e+00	0.00000000e+00
2257	elongate_2	ribosome	97	elongate_3	1.00000000e+00	2.00000000e+00
2258	elongate_3	ribosome	97	elongate_3	2.00000000e+00	1.00000000e+00
2258	elongate_3	ribosome	97	terminate	1.00000000e+00	2.00000000e+00
2259	elongate_1	ribosome	69	elongate_1	1.00000000e+00	0.00000000e+00
2259	elongate_1	ribosome	69	elongate_2	0.00000000e+00	1.00000000e+00
2260	elongate_3	ribosome	15	elongate_3	1.00000000e+00	0.00000000e+00
2260	elongate_3	ribosome	15	terminate	2.00000000e+00	3.00000000e+00
2261	terminate	ribosome	38	terminate	3.00000000e+00	2.00000000e+00
2262	initiate	ribosome	53	elongate_1	0.00000000e+00	1.00000000e+00
2263	initiate	ribosome	68	elongate_1	1.00000000e+00	2.00000000e+00
2264	initiate	ribosome	87	elongate_1	2.00000000e+00	3.00000000e+00
2265	elongate_1	ribosome	68	elongate_1	3.00000000e+00	2.00000000e+00
2265	elongate_1	ribosome	68	elongate_2	1.00000000e+00	2.00000000e+00
2266	elongate_2	ribosome	69	elongate_2	2.00000000e+00	1.00000000e+00
2266	elongate_2	ribosome	69	elongate_3	0.00000000e+00	1.00000000e+00
2267	terminate	ribosome	97	terminate	2.00000000e+00	1.00000000e+00
2268	initiate	ribosome	19	elongate_1	2.00000000e+00	3.00000000e+00
2269	elongate_2	ribosome	68	elongate_2	1.00000000e+00	0.00000000e+00
2269	elongate_2	ribosome	68	elongate_3	1.00000000e+00	2.00000000e+00
2270	elongate_3	ribosome	68	elongate_3	2.00000000e+00	1.00000000e+00
2270	elongate_3	ribosome	68	terminate	1.00000000e+00	2.00000000e+00
2271	elongate_1	ribosome	87	elongate_1	3.00000000e+00	2.00000000e+00
2271	elongate_1	ribosome	87	elongate_2	0.00000000e+00	1.00000000e+00
2272	elongate_2	ribosome	87	elongate_2	1.00000000e+00	0.00000000e+00
2272	elongate_2	ribosome	87	elongate_3	1.00000000e+00	2.00000000e+00
2273	elongate_1	ribosome	53	elongate_1	2.00000000e+00	1.00000000e+00
2273	elongate_1	ribosome	53	elongate_2	0.00000000e+00	1.00000000e+00
2274	elongate_1	ribosome	19	elongate_1	1.00000000e+00	0.00000000e+00
2274	elongate_1	ribosome	19	elongate_2	1.00000000e+00	2.00000000e+00
2275	initiate	ribosome	73	elongate_1	0.00000000e+00	1.00000000e+00
2276	elongate_2	ribosome	19	elongate_2	2.00000000e+00	1.00000000e+00
2276	elongate_2	ribosome	19	elongate_3	2.00000000e+00	3.00000000e+00
2277	elongate_3	ribosome	19	elongate_3	3.00000000e+00	2.00000000e+00
2277	elongate_3	ribosome	19	terminate	2.00000000e+00	3.00000000e+00
2278	elongate_3	ribosome	69	elongate_3	2.00000000e+00	1.00000000e+00
2278	elongate_3	ribosome	69	terminate	3.00000000e+00	4.00000000e+00
2279	elongate_1	ribosome	73	elongate_1	1.00000000e+00	0.00000000e+00
2279	elongate_1	ribosome	73	elongate_2	1.00000000e+00	2.00000000e+00
2280	elongate_2	ribosome	73	elongate_2	2.00000000e+00	1.00000000e+00
2280	elongate_2	ribosome	73	elongate_3	1.00000000e+00	2.00000000e+00
2281	initiate	ribosome	85	elongate_1	0.00000000e+00	1.00000000e+00
2282	terminate	ribosome	68	terminate	4.00000000e+00	3.00000000e+00
2284	terminate	ribosome	15	terminate	3.00000000e+00	2.00000000e+00
2285	terminate	ribosome	19	terminate	2.00000000e+00	1.00000000e+00
2287	elongate_1	ribosome	85	elongate_1	1.00000000e+00	0.00000000e+00
2287	elongate_1	ribosome	85	elongate_2	1.00000000e+00	2.00000000e+00
2288	initiate	ribosome	26	elongate_1	0.00000000e+00	1.00000000e+00
2289	elongate_1	ribosome	26	elongate_1	1.00000000e+00	0.00000000e+00
2289	elongate_1	ribosome	26	elongate_2	2.00000000e+00	3.00000000e+00
2290	elongate_2	ribosome	85	elongate_2	3.00000000e+00	2.00000000e+00
2290	elongate_2	ribosome	85	elongate_3	2.00000000e+00	3.00000000e+00
2292	elongate_3	ribosome	87	elongate_3	3.00000000e+00	2.00000000e+00
2292	elongate_3	ribosome	87	terminate	1.00000000e+00	2.00000000e+00
2293	elongate_3	ribosome	85	elongate_3	2.00000000e+00	1.00000000e+00
